严重度,类型,文件,行号,命中,原文
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-下盖-v2.0-20240627.md,63,T-Z1,- Page 1: [png](T-Z1-下盖-v2.0-20240627.assets/pages_png/page_001.png); text_chars=106; ocr=done; risk=possible_columns_or
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,3,T-Z1,source_file: T-Z1-按键-v3.0-20240627.pdf
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,4,T-Z1,source_relative_path: 02_RnD_DHF/09-设计输出/设计输出清单二/图纸/T-Z1-按键-v3.0-20240627.pdf
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,6,T-Z1,assets_dir: T-Z1-按键-v3.0-20240627.assets
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,15,T-Z1,# T-Z1-按键-v3.0-20240627
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,19,T-Z1,- source: `02_RnD_DHF/09-设计输出/设计输出清单二/图纸/T-Z1-按键-v3.0-20240627.pdf`
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,20,T-Z1,- assets: `T-Z1-按键-v3.0-20240627.assets/`
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,32,T-Z1,- [page_manifest.csv](T-Z1-按键-v3.0-20240627.assets/page_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,33,T-Z1,- [pages_text](T-Z1-按键-v3.0-20240627.assets/pages_text/)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,34,T-Z1,- [pages_ocr](T-Z1-按键-v3.0-20240627.assets/pages_ocr/)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,35,T-Z1,- [pages_png](T-Z1-按键-v3.0-20240627.assets/pages_png/)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,36,T-Z1,- [layout_manifest.csv](T-Z1-按键-v3.0-20240627.assets/pages_layout/layout_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,37,T-Z1,- [pages_ordered_md](T-Z1-按键-v3.0-20240627.assets/pages_ordered_md/)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,38,T-Z1,- [visual_evidence_manifest.csv](T-Z1-按键-v3.0-20240627.assets/visual_evidence_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,39,T-Z1,- [semantic_findings_manifest.csv](T-Z1-按键-v3.0-20240627.assets/semantic_findings_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,40,T-Z1,- [image_manifest.csv](T-Z1-按键-v3.0-20240627.assets/image_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,41,T-Z1,- [conversion_loss.json](T-Z1-按键-v3.0-20240627.assets/conversion_loss.json)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\T-Z1-按键-v3.0-20240627.md,63,T-Z1,- Page 1: [png](T-Z1-按键-v3.0-20240627.assets/pages_png/page_001.png); text_chars=55; ocr=done; risk=sparse_text_or_scan;
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\保护盖.md,48,T-Z1,"""title"": ""C:\\WINGOWS-F\\š)¡2\\DHF\\T-Z1 Model (1)"","
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\导光板.md,48,T-Z1,"""title"": ""C:\\WINGOWS-F\\š)¡2\\DHF\\T-Z1 Model (1)"","
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\开关帽.md,48,T-Z1,"""title"": ""C:\\WINGOWS-F\\š)¡2\\DHF\\T-Z1 Model (1)"","
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\探头20210727.md,48,T-Z1,"""title"": ""C:\\WINGOWS-F\\š)¡2\\2D\\T-Z1 Model (1)"","
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\支撑垫.md,48,T-Z1,"""title"": ""C:\\WINGOWS-F\\š)¡2\\DHF\\T-Z1 Model (1)"","
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\支架.md,48,T-Z1,"""title"": ""C:\\WINGOWS-F\\š)¡2\\DHF\\T-Z1 Model (1)"","
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,3,PT5,source_file: 正极弹簧PT5-M02.pdf
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,4,PT5,source_relative_path: 02_RnD_DHF/09-设计输出/设计输出清单二/图纸/正极弹簧PT5-M02.pdf
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,6,PT5,assets_dir: 正极弹簧PT5-M02.assets
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,15,PT5,# 正极弹簧PT5-M02
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,19,PT5,- source: `02_RnD_DHF/09-设计输出/设计输出清单二/图纸/正极弹簧PT5-M02.pdf`
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,20,PT5,- assets: `正极弹簧PT5-M02.assets/`
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,32,PT5,- [page_manifest.csv](正极弹簧PT5-M02.assets/page_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,33,PT5,- [pages_text](正极弹簧PT5-M02.assets/pages_text/)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,34,PT5,- [pages_ocr](正极弹簧PT5-M02.assets/pages_ocr/)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,35,PT5,- [pages_png](正极弹簧PT5-M02.assets/pages_png/)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,36,PT5,- [layout_manifest.csv](正极弹簧PT5-M02.assets/pages_layout/layout_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,37,PT5,- [pages_ordered_md](正极弹簧PT5-M02.assets/pages_ordered_md/)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,38,PT5,- [visual_evidence_manifest.csv](正极弹簧PT5-M02.assets/visual_evidence_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,39,PT5,- [semantic_findings_manifest.csv](正极弹簧PT5-M02.assets/semantic_findings_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,40,PT5,- [image_manifest.csv](正极弹簧PT5-M02.assets/image_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,41,PT5,- [conversion_loss.json](正极弹簧PT5-M02.assets/conversion_loss.json)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.md,63,PT5,- Page 1: [png](正极弹簧PT5-M02.assets/pages_png/page_001.png); text_chars=236; ocr=done; risk=possible_columns_or_panels;oc
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\电池盖.md,48,T-Z1,"""title"": ""C:\\WINGOWS-F\\š)¡2\\DHF\\T-Z1 Model (1)"","
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,3,PT5,source_file: 负极弹簧PT5-M03.pdf
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,4,PT5,source_relative_path: 02_RnD_DHF/09-设计输出/设计输出清单二/图纸/负极弹簧PT5-M03.pdf
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,6,PT5,assets_dir: 负极弹簧PT5-M03.assets
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,15,PT5,# 负极弹簧PT5-M03
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,19,PT5,- source: `02_RnD_DHF/09-设计输出/设计输出清单二/图纸/负极弹簧PT5-M03.pdf`
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,20,PT5,- assets: `负极弹簧PT5-M03.assets/`
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,32,PT5,- [page_manifest.csv](负极弹簧PT5-M03.assets/page_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,33,PT5,- [pages_text](负极弹簧PT5-M03.assets/pages_text/)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,34,PT5,- [pages_ocr](负极弹簧PT5-M03.assets/pages_ocr/)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,35,PT5,- [pages_png](负极弹簧PT5-M03.assets/pages_png/)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,36,PT5,- [layout_manifest.csv](负极弹簧PT5-M03.assets/pages_layout/layout_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,37,PT5,- [pages_ordered_md](负极弹簧PT5-M03.assets/pages_ordered_md/)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,38,PT5,- [visual_evidence_manifest.csv](负极弹簧PT5-M03.assets/visual_evidence_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,39,PT5,- [semantic_findings_manifest.csv](负极弹簧PT5-M03.assets/semantic_findings_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,40,PT5,- [image_manifest.csv](负极弹簧PT5-M03.assets/image_manifest.csv)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,41,PT5,- [conversion_loss.json](负极弹簧PT5-M03.assets/conversion_loss.json)
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.md,63,PT5,- Page 1: [png](负极弹簧PT5-M03.assets/pages_png/page_001.png); text_chars=200; ocr=done; risk=possible_columns_or_panels;oc
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\透镜.md,48,T-Z1,"""title"": ""C:\\WINGOWS-F\\š)¡2\\DHF\\T-Z1 Model (1)"","
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT3_双联弹簧_REV01.assets\pages_ordered_md\page_001.md,46,PT3,PT3
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT3_双联弹簧_REV01.assets\pages_ordered_md\page_001.md,62,PT3,PT3-P10
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,80,PT3,PT3-M01
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,82,PT3,PT3-M03
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,84,T-Z1,T-Z1-P10
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,86,T-Z1,T-Z1-P08
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,88,T-Z1,T-Z1-P04
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,90,T-Z1,T-Z1-P07
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,92,T-Z1,T-Z1-P02
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,94,T-Z1,T-Z1-P09
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,96,T-Z1,T-Z1-P01
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,98,T-Z1,T-Z1-P05
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,100,T-Z1,T-Z1-P12
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,104,T-Z1,T-Z1-P10
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,107,T-Z1,T-Z1-P06
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,112,PT3,PT3-P10
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,114,PT5,PT5-M03
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\PT9L-总装图-v1.0-20240627.assets\pages_ordered_md\page_001.md,116,PT5,PT5-M02
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.assets\pages_ordered_md\page_001.md,5,PT5,PT5耳温计
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\正极弹簧PT5-M02.assets\pages_ordered_md\page_001.md,35,PT5,PT5-M02
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.assets\pages_ordered_md\page_001.md,5,PT5,PT5耳温计
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\图纸\负极弹簧PT5-M03.assets\pages_ordered_md\page_001.md,26,PT5,PT5-M03
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\总装类组件清单PT9L-ABOM01 V1.0.assets\sheets_md\01_总装类.md,7,T-Z1,| 1 | 上盖 | K030200021175120485 | ABS | T-Z1-P01 | T-Z1 |  | 1 |  | √ | B |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\总装类组件清单PT9L-ABOM01 V1.0.assets\sheets_md\01_总装类.md,8,T-Z1,| 2 | 下盖 | K030200021185120485 | ABS | T-Z1-P02 | T-Z1 |  | 1 |  | √ | B |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\总装类组件清单PT9L-ABOM01 V1.0.assets\sheets_md\01_总装类.md,9,T-Z1,| 3 | 探头 | K030200021195120485 | TPU | T-Z1-P03 | T-Z1 |  | 1 |  | √ | B |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\总装类组件清单PT9L-ABOM01 V1.0.assets\sheets_md\01_总装类.md,10,T-Z1,| 4 | 电池盖 | K030200021205120485 | ABS | T-Z1-P04 | T-Z1 |  | 1 |  | √ | B |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\总装类组件清单PT9L-ABOM01 V1.0.assets\sheets_md\01_总装类.md,11,T-Z1,| 5 | 按键 | K030200021215120485 | ABS | T-Z1-P05 | T-Z1 |  | 1 |  | √ | B |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\总装类组件清单PT9L-ABOM01 V1.0.assets\sheets_md\01_总装类.md,12,T-Z1,| 6 | 开关帽 | K030200021225120485 | ABS | T-Z1-P06 | T-Z1 |  | 1 |  | √ | B |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\总装类组件清单PT9L-ABOM01 V1.0.assets\sheets_md\01_总装类.md,13,T-Z1,| 7 | 支架 | K030200021235120485 | ABS | T-Z1-P07 | T-Z1 |  | 1 |  | √ | B |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\总装类组件清单PT9L-ABOM01 V1.0.assets\sheets_md\01_总装类.md,14,T-Z1,| 8 | 保护盖 | K030200021245120485 | PC | T-Z1-P08 | T-Z1 |  | 1 |  | √ | B |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\总装类组件清单PT9L-ABOM01 V1.0.assets\sheets_md\01_总装类.md,15,T-Z1,| 9 | 透镜 | K030200021256800730 | PMMA | T-Z1-P09 | T-Z1 |  | 1 |  | √ | B |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\总装类组件清单PT9L-ABOM01 V1.0.assets\sheets_md\01_总装类.md,17,T-Z1,| 11 | 导光板 | K030200021260730073 | PMMA | T-Z1-P10 | T-Z1 |  | 1 |  | √ | B |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\总装类组件清单PT9L-ABOM01 V1.0.assets\sheets_md\01_总装类.md,18,T-Z1,| 12 | 斑马条 | K010800005533360275 | 导电硅胶 | T-Z1-P12 | T-Z1 |  | 1 |  | √ | B |  |  |  |  |
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\总装类组件清单PT9L-ABOM01 V1.0.assets\sheets_md\01_总装类.md,19,PT5,"| 13 | 正极弹簧 | T030100000792550143 | Φ0.5mm镀镍不锈钢线,密封包装，须过盐雾浓度为5%(±0.5%)48h | PT5-M03 | PT5 |  | 1 |  | √ | C |  |  |  |  "
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\总装类组件清单PT9L-ABOM01 V1.0.assets\sheets_md\01_总装类.md,20,PT5,"| 14 | 负极弹簧 | T030100000802550143 | Φ0.5mm镀镍不锈钢线,密封包装，须过盐雾浓度为5%(±0.5%)48h | PT5-M02 | PT5 |  | 1 |  | √ | C |  |  |  |  "
待确认(可能复用),异类型号残留,09-设计输出\设计输出清单二\总装类组件清单PT9L-ABOM01 V1.0.assets\sheets_md\01_总装类.md,21,PT3,| 15 | 双联弹簧 | T030100000482550143 | 0.5mm弹簧钢 | PT3-P10 | PT3 |  | 1 |  | √ | C |  |  |  |  |
